dep;jour;pop;T
02;2021-11-25;526050;4125
03;2021-11-25;331315;2072
04;2021-11-25;165197;1662
05;2021-11-25;141756;1304
06;2021-11-25;1079396;12170
07;2021-11-25;326875;4049
08;2021-11-25;265531;3792
09;2021-11-25;152398;1645
10;2021-11-25;309907;2515
11;2021-11-25;372705;2758
12;2021-11-25;278360;2963
13;2021-11-25;2034469;27754
14;2021-11-25;691453;5749
15;2021-11-25;142811;1166
16;2021-11-25;348180;2870
17;2021-11-25;647080;4907
18;2021-11-25;296404;2361
19;2021-11-25;240336;1893
21;2021-11-25;532886;4302
22;2021-11-25;596186;3822
23;2021-11-25;116270;1097
24;2021-11-25;408393;3105
25;2021-11-25;539449;5450
26;2021-11-25;520560;5058
27;2021-11-25;600687;4008
28;2021-11-25;429425;3211
29;2021-11-25;906554;6291
2A;2021-11-25;162421;1999
2B;2021-11-25;182258;2153
30;2021-11-25;748468;6298
31;2021-11-25;1400935;14920
32;2021-11-25;190040;2014
33;2021-11-25;1633440;17593
34;2021-11-25;1176145;12565
35;2021-11-25;1082073;9447
36;2021-11-25;217139;1360
37;2021-11-25;605380;4851
38;2021-11-25;1264979;12766
39;2021-11-25;257849;3149
40;2021-11-25;411979;4000
41;2021-11-25;327835;1914
42;2021-11-25;764737;7775
43;2021-11-25;226901;2050
44;2021-11-25;1437137;14596
45;2021-11-25;682890;4387
46;2021-11-25;173166;1642
47;2021-11-25;330336;4134
48;2021-11-25;76286;414
49;2021-11-25;815881;7249
50;2021-11-25;490669;2916
51;2021-11-25;563823;4724
52;2021-11-25;169250;1018
53;2021-11-25;305365;1827
54;2021-11-25;730398;8783
55;2021-11-25;181641;1402
56;2021-11-25;755566;6034
57;2021-11-25;1035866;11385
58;2021-11-25;199596;1424
59;2021-11-25;2588988;32359
60;2021-11-25;825077;6572
61;2021-11-25;276903;2260
62;2021-11-25;1452778;13667
63;2021-11-25;660240;5758
64;2021-11-25;683169;10068
65;2021-11-25;226839;3151
66;2021-11-25;479000;4908
67;2021-11-25;1132607;15069
68;2021-11-25;763204;9163
69;2021-11-25;1876051;23866
70;2021-11-25;233194;1943
71;2021-11-25;547824;5159
72;2021-11-25;560227;4110
73;2021-11-25;432548;4202
74;2021-11-25;828405;8695
75;2021-11-25;2148271;36849
76;2021-11-25;1243788;12833
77;2021-11-25;1423607;10728
78;2021-11-25;1448625;16474
79;2021-11-25;372627;2112
80;2021-11-25;569769;4534
81;2021-11-25;387898;2756
82;2021-11-25;262618;2597
83;2021-11-25;1073836;11134
84;2021-11-25;560997;5194
85;2021-11-25;683187;5602
86;2021-11-25;437398;3525
87;2021-11-25;370774;3022
88;2021-11-25;359520;3104
89;2021-11-25;332096;1886
90;2021-11-25;140145;1709
91;2021-11-25;1319401;10487
92;2021-11-25;1613762;20183
93;2021-11-25;1670149;15591
94;2021-11-25;1406041;15100
95;2021-11-25;1248354;10849
971;2021-11-25;376879;1108
972;2021-11-25;358749;1910
973;2021-11-25;290691;1024
974;2021-11-25;859959;7355
975;2021-11-25;5997;16
976;2021-11-25;279471;658
977;2021-11-25;9961;156
978;2021-11-25;35334;216
01;2021-11-26;656955;7297
02;2021-11-26;526050;4641
03;2021-11-26;331315;2669
04;2021-11-26;165197;2323
05;2021-11-26;141756;1641
06;2021-11-26;1079396;14055
07;2021-11-26;326875;5143
08;2021-11-26;265531;3383
09;2021-11-26;152398;2081
10;2021-11-26;309907;2882
11;2021-11-26;372705;3376
12;2021-11-26;278360;3516
13;2021-11-26;2034469;31225
14;2021-11-26;691453;6548
15;2021-11-26;142811;1625
16;2021-11-26;348180;3209
17;2021-11-26;647080;6114
18;2021-11-26;296404;2561
19;2021-11-26;240336;1913
21;2021-11-26;532886;5232
22;2021-11-26;596186;4787
23;2021-11-26;116270;1386
24;2021-11-26;408393;3526
25;2021-11-26;539449;6497
26;2021-11-26;520560;6090
27;2021-11-26;600687;5375
28;2021-11-26;429425;3641
29;2021-11-26;906554;7395
2A;2021-11-26;162421;1963
2B;2021-11-26;182258;2756
30;2021-11-26;748468;7597
31;2021-11-26;1400935;17568
32;2021-11-26;190040;2326
33;2021-11-26;1633440;20734
34;2021-11-26;1176145;15771
35;2021-11-26;1082073;11432
36;2021-11-26;217139;1477
37;2021-11-26;605380;6267
38;2021-11-26;1264979;15428
39;2021-11-26;257849;3795
40;2021-11-26;411979;4801
41;2021-11-26;327835;2369
42;2021-11-26;764737;9361
43;2021-11-26;226901;2818
44;2021-11-26;1437137;16964
45;2021-11-26;682890;5438
46;2021-11-26;173166;2135
47;2021-11-26;330336;4350
48;2021-11-26;76286;510
49;2021-11-26;815881;8733
50;2021-11-26;490669;4616
51;2021-11-26;563823;5372
52;2021-11-26;169250;1206
53;2021-11-26;305365;2238
54;2021-11-26;730398;9285
55;2021-11-26;181641;1722
56;2021-11-26;755566;7404
57;2021-11-26;1035866;12989
58;2021-11-26;199596;1573
59;2021-11-26;2588988;34846
60;2021-11-26;825077;7575
61;2021-11-26;276903;2810
62;2021-11-26;1452778;17780
63;2021-11-26;660240;7167
64;2021-11-26;683169;10808
65;2021-11-26;226839;4139
66;2021-11-26;479000;5249
67;2021-11-26;1132607;18476
68;2021-11-26;763204;11545
69;2021-11-26;1876051;27203
70;2021-11-26;233194;2469
71;2021-11-26;547824;5747
72;2021-11-26;560227;4976
73;2021-11-26;432548;5303
74;2021-11-26;828405;10960
75;2021-11-26;2148271;40234
76;2021-11-26;1243788;14432
77;2021-11-26;1423607;12826
78;2021-11-26;1448625;17860
79;2021-11-26;372627;2540
80;2021-11-26;569769;5206
81;2021-11-26;387898;3601
82;2021-11-26;262618;2882
83;2021-11-26;1073836;12921
84;2021-11-26;560997;6057
85;2021-11-26;683187;7188
86;2021-11-26;437398;4782
87;2021-11-26;370774;2920
88;2021-11-26;359520;3972
89;2021-11-26;332096;2803
90;2021-11-26;140145;1769
91;2021-11-26;1319401;12170
92;2021-11-26;1613762;22584
93;2021-11-26;1670149;17057
94;2021-11-26;1406041;15663
95;2021-11-26;1248354;12552
971;2021-11-26;376879;1192
972;2021-11-26;358749;2244
973;2021-11-26;290691;1394
974;2021-11-26;859959;8348
975;2021-11-26;5997;6
976;2021-11-26;279471;638
977;2021-11-26;9961;177
978;2021-11-26;35334;269
01;2021-11-27;656955;4790
02;2021-11-27;526050;3101
03;2021-11-27;331315;1926
04;2021-11-27;165197;1222
05;2021-11-27;141756;1107
06;2021-11-27;1079396;11628
07;2021-11-27;326875;2982
08;2021-11-27;265531;2146
09;2021-11-27;152398;1113
10;2021-11-27;309907;2524
11;2021-11-27;372705;2400
12;2021-11-27;278360;2237
13;2021-11-27;2034469;23063
14;2021-11-27;691453;3731
15;2021-11-27;142811;961
16;2021-11-27;348180;1881
17;2021-11-27;647080;3952
18;2021-11-27;296404;1765
19;2021-11-27;240336;1339
21;2021-11-27;532886;3401
22;2021-11-27;596186;3212
23;2021-11-27;116270;1023
24;2021-11-27;408393;2206
25;2021-11-27;539449;5281
26;2021-11-27;520560;4256
27;2021-11-27;600687;3242
28;2021-11-27;429425;2380
29;2021-11-27;906554;4926
2A;2021-11-27;162421;1852
2B;2021-11-27;182258;1726
30;2021-11-27;748468;5746
31;2021-11-27;1400935;12195
32;2021-11-27;190040;1192
33;2021-11-27;1633440;13080
34;2021-11-27;1176145;11366
35;2021-11-27;1082073;7479
36;2021-11-27;217139;957
37;2021-11-27;605380;3678
38;2021-11-27;1264979;9575
39;2021-11-27;257849;2620
40;2021-11-27;411979;3065
41;2021-11-27;327835;1591
42;2021-11-27;764737;6570
43;2021-11-27;226901;1968
44;2021-11-27;1437137;11208
45;2021-11-27;682890;3709
46;2021-11-27;173166;1413
47;2021-11-27;330336;3290
48;2021-11-27;76286;270
49;2021-11-27;815881;5180
50;2021-11-27;490669;2563
51;2021-11-27;563823;3630
52;2021-11-27;169250;844
53;2021-11-27;305365;1423
54;2021-11-27;730398;5722
55;2021-11-27;181641;1107
56;2021-11-27;755566;5256
57;2021-11-27;1035866;9128
58;2021-11-27;199596;927
59;2021-11-27;2588988;25271
60;2021-11-27;825077;5321
61;2021-11-27;276903;1484
62;2021-11-27;1452778;10707
63;2021-11-27;660240;4688
64;2021-11-27;683169;6245
65;2021-11-27;226839;2057
66;2021-11-27;479000;3994
67;2021-11-27;1132607;13736
68;2021-11-27;763204;8665
69;2021-11-27;1876051;17317
70;2021-11-27;233194;1738
71;2021-11-27;547824;3369
72;2021-11-27;560227;3429
73;2021-11-27;432548;3173
74;2021-11-27;828405;7571
75;2021-11-27;2148271;32100
76;2021-11-27;1243788;6846
77;2021-11-27;1423607;11011
78;2021-11-27;1448625;14085
79;2021-11-27;372627;1769
80;2021-11-27;569769;3322
81;2021-11-27;387898;1846
82;2021-11-27;262618;2267
83;2021-11-27;1073836;9922
84;2021-11-27;560997;4607
85;2021-11-27;683187;4399
86;2021-11-27;437398;2609
87;2021-11-27;370774;2188
88;2021-11-27;359520;2562
89;2021-11-27;332096;2010
90;2021-11-27;140145;1224
91;2021-11-27;1319401;10049
92;2021-11-27;1613762;19890
93;2021-11-27;1670149;13320
94;2021-11-27;1406041;13255
95;2021-11-27;1248354;10879
971;2021-11-27;376879;1041
972;2021-11-27;358749;1527
973;2021-11-27;290691;1108
974;2021-11-27;859959;6578
975;2021-11-27;5997;2
976;2021-11-27;279471;890
977;2021-11-27;9961;178
978;2021-11-27;35334;195
01;2021-11-28;656955;815
02;2021-11-28;526050;341
03;2021-11-28;331315;233
04;2021-11-28;165197;269
05;2021-11-28;141756;256
06;2021-11-28;1079396;2792
07;2021-11-28;326875;441
08;2021-11-28;265531;345
09;2021-11-28;152398;100
10;2021-11-28;309907;533
11;2021-11-28;372705;373
12;2021-11-28;278360;269
13;2021-11-28;2034469;6583
14;2021-11-28;691453;985
15;2021-11-28;142811;100
16;2021-11-28;348180;291
17;2021-11-28;647080;752
18;2021-11-28;296404;260
19;2021-11-28;240336;220
21;2021-11-28;532886;679
22;2021-11-28;596186;407
23;2021-11-28;116270;106
24;2021-11-28;408393;313
25;2021-11-28;539449;547
26;2021-11-28;520560;448
27;2021-11-28;600687;428
28;2021-11-28;429425;345
29;2021-11-28;906554;734
2A;2021-11-28;162421;471
2B;2021-11-28;182258;352
30;2021-11-28;748468;919
31;2021-11-28;1400935;2515
32;2021-11-28;190040;231
33;2021-11-28;1633440;2556
34;2021-11-28;1176145;1936
35;2021-11-28;1082073;1155
36;2021-11-28;217139;96
37;2021-11-28;605380;393
38;2021-11-28;1264979;1384
39;2021-11-28;257849;302
40;2021-11-28;411979;506
41;2021-11-28;327835;177
42;2021-11-28;764737;1095
43;2021-11-28;226901;258
44;2021-11-28;1437137;2103
45;2021-11-28;682890;791
46;2021-11-28;173166;156
47;2021-11-28;330336;515
48;2021-11-28;76286;54
49;2021-11-28;815881;1237
50;2021-11-28;490669;375
51;2021-11-28;563823;615
52;2021-11-28;169250;118
53;2021-11-28;305365;199
54;2021-11-28;730398;622
55;2021-11-28;181641;178
56;2021-11-28;755566;712
57;2021-11-28;1035866;1292
58;2021-11-28;199596;122
59;2021-11-28;2588988;6795
60;2021-11-28;825077;857
61;2021-11-28;276903;274
62;2021-11-28;1452778;1596
63;2021-11-28;660240;793
64;2021-11-28;683169;973
65;2021-11-28;226839;238
66;2021-11-28;479000;437
67;2021-11-28;1132607;2283
68;2021-11-28;763204;1294
69;2021-11-28;1876051;3229
70;2021-11-28;233194;164
71;2021-11-28;547824;692
72;2021-11-28;560227;1058
73;2021-11-28;432548;645
74;2021-11-28;828405;887
75;2021-11-28;2148271;12857
76;2021-11-28;1243788;1004
77;2021-11-28;1423607;2737
78;2021-11-28;1448625;2653
79;2021-11-28;372627;208
80;2021-11-28;569769;585
81;2021-11-28;387898;293
82;2021-11-28;262618;337
83;2021-11-28;1073836;1602
84;2021-11-28;560997;685
85;2021-11-28;683187;1017
86;2021-11-28;437398;334
87;2021-11-28;370774;143
88;2021-11-28;359520;220
89;2021-11-28;332096;282
90;2021-11-28;140145;104
91;2021-11-28;1319401;1916
92;2021-11-28;1613762;5349
93;2021-11-28;1670149;4326
94;2021-11-28;1406041;3516
95;2021-11-28;1248354;1974
971;2021-11-28;376879;483
972;2021-11-28;358749;670
973;2021-11-28;290691;299
974;2021-11-28;859959;1655
975;2021-11-28;5997;4
976;2021-11-28;279471;531
977;2021-11-28;9961;47
978;2021-11-28;35334;67
01;2021-11-29;656955;7266
02;2021-11-29;526050;4143
03;2021-11-29;331315;3454
04;2021-11-29;165197;2424
05;2021-11-29;141756;1503
06;2021-11-29;1079396;16166
07;2021-11-29;326875;5152
08;2021-11-29;265531;4021
09;2021-11-29;152398;1909
10;2021-11-29;309907;3299
11;2021-11-29;372705;3801
12;2021-11-29;278360;3351
13;2021-11-29;2034469;40449
14;2021-11-29;691453;6798
15;2021-11-29;142811;1036
16;2021-11-29;348180;3545
17;2021-11-29;647080;6534
18;2021-11-29;296404;2725
19;2021-11-29;240336;2116
21;2021-11-29;532886;6530
22;2021-11-29;596186;5419
23;2021-11-29;116270;1314
24;2021-11-29;408393;3845
25;2021-11-29;539449;8064
26;2021-11-29;520560;7129
27;2021-11-29;600687;5388
28;2021-11-29;429425;3948
29;2021-11-29;906554;8204
2A;2021-11-29;162421;2293
2B;2021-11-29;182258;3092
30;2021-11-29;748468;9860
31;2021-11-29;1400935;19722
32;2021-11-29;190040;2635
33;2021-11-29;1633440;22013
34;2021-11-29;1176145;19048
35;2021-11-29;1082073;12662
36;2021-11-29;217139;1336
37;2021-11-29;605380;6385
38;2021-11-29;1264979;14826
39;2021-11-29;257849;3939
40;2021-11-29;411979;5216
41;2021-11-29;327835;2775
42;2021-11-29;764737;8896
43;2021-11-29;226901;2491
44;2021-11-29;1437137;18230
45;2021-11-29;682890;6477
46;2021-11-29;173166;1778
47;2021-11-29;330336;5125
48;2021-11-29;76286;449
49;2021-11-29;815881;8811
50;2021-11-29;490669;4310
51;2021-11-29;563823;6571
52;2021-11-29;169250;1589
53;2021-11-29;305365;2225
54;2021-11-29;730398;10479
55;2021-11-29;181641;1726
56;2021-11-29;755566;7774
57;2021-11-29;1035866;13957
58;2021-11-29;199596;1515
59;2021-11-29;2588988;39699
60;2021-11-29;825077;8229
61;2021-11-29;276903;2342
62;2021-11-29;1452778;18112
63;2021-11-29;660240;7180
64;2021-11-29;683169;10840
65;2021-11-29;226839;3828
66;2021-11-29;479000;6618
67;2021-11-29;1132607;18907
68;2021-11-29;763204;12630
69;2021-11-29;1876051;29687
70;2021-11-29;233194;2567
71;2021-11-29;547824;5897
72;2021-11-29;560227;5076
73;2021-11-29;432548;5039
74;2021-11-29;828405;9944
75;2021-11-29;2148271;48770
76;2021-11-29;1243788;14269
77;2021-11-29;1423607;15083
78;2021-11-29;1448625;19319
79;2021-11-29;372627;2598
80;2021-11-29;569769;5635
81;2021-11-29;387898;3722
82;2021-11-29;262618;3388
83;2021-11-29;1073836;15697
84;2021-11-29;560997;7773
85;2021-11-29;683187;7461
86;2021-11-29;437398;3963
87;2021-11-29;370774;3219
88;2021-11-29;359520;4123
89;2021-11-29;332096;2661
90;2021-11-29;140145;1911
91;2021-11-29;1319401;14418
92;2021-11-29;1613762;28923
93;2021-11-29;1670149;21731
94;2021-11-29;1406041;20577
95;2021-11-29;1248354;15606
971;2021-11-29;376879;1523
972;2021-11-29;358749;2991
973;2021-11-29;290691;1322
974;2021-11-29;859959;9553
975;2021-11-29;5997;2
976;2021-11-29;279471;757
977;2021-11-29;9961;144
978;2021-11-29;35334;276
01;2021-11-30;656955;7953
02;2021-11-30;526050;4482
03;2021-11-30;331315;3372
04;2021-11-30;165197;2274
05;2021-11-30;141756;1410
06;2021-11-30;1079396;14525
07;2021-11-30;326875;5089
08;2021-11-30;265531;4445
09;2021-11-30;152398;1853
10;2021-11-30;309907;2983
11;2021-11-30;372705;3429
12;2021-11-30;278360;3098
13;2021-11-30;2034469;33403
14;2021-11-30;691453;7199
15;2021-11-30;142811;1270
16;2021-11-30;348180;3144
17;2021-11-30;647080;6160
18;2021-11-30;296404;2735
19;2021-11-30;240336;2022
21;2021-11-30;532886;6513
22;2021-11-30;596186;4832
23;2021-11-30;116270;1289
24;2021-11-30;408393;3606
25;2021-11-30;539449;7596
26;2021-11-30;520560;7322
27;2021-11-30;600687;5286
28;2021-11-30;429425;3613
29;2021-11-30;906554;7494
2A;2021-11-30;162421;2070
2B;2021-11-30;182258;2237
30;2021-11-30;748468;8516
31;2021-11-30;1400935;18529
32;2021-11-30;190040;2308
33;2021-11-30;1633440;21238
34;2021-11-30;1176145;16367
35;2021-11-30;1082073;12515
36;2021-11-30;217139;1601
37;2021-11-30;605380;5966
38;2021-11-30;1264979;14946
39;2021-11-30;257849;3750
40;2021-11-30;411979;5125
41;2021-11-30;327835;2611
42;2021-11-30;764737;9828
43;2021-11-30;226901;2516
44;2021-11-30;1437137;18173
45;2021-11-30;682890;5886
46;2021-11-30;173166;1871
47;2021-11-30;330336;4670
48;2021-11-30;76286;381
49;2021-11-30;815881;8510
50;2021-11-30;490669;3992
51;2021-11-30;563823;5817
52;2021-11-30;169250;1375
53;2021-11-30;305365;2270
54;2021-11-30;730398;9878
55;2021-11-30;181641;1539
56;2021-11-30;755566;7697
57;2021-11-30;1035866;12290
58;2021-11-30;199596;1500
59;2021-11-30;2588988;41523
60;2021-11-30;825077;8032
61;2021-11-30;276903;2536
62;2021-11-30;1452778;18697
63;2021-11-30;660240;7667
64;2021-11-30;683169;11373
65;2021-11-30;226839;3402
66;2021-11-30;479000;6848
67;2021-11-30;1132607;19050
68;2021-11-30;763204;11726
69;2021-11-30;1876051;29073
70;2021-11-30;233194;2348
71;2021-11-30;547824;6052
72;2021-11-30;560227;4807
73;2021-11-30;432548;4987
74;2021-11-30;828405;10164
75;2021-11-30;2148271;44034
76;2021-11-30;1243788;15549
77;2021-11-30;1423607;14828
78;2021-11-30;1448625;17627
79;2021-11-30;372627;2623
80;2021-11-30;569769;5702
81;2021-11-30;387898;3477
82;2021-11-30;262618;3128
83;2021-11-30;1073836;13098
84;2021-11-30;560997;6803
85;2021-11-30;683187;7353
86;2021-11-30;437398;4156
87;2021-11-30;370774;3263
88;2021-11-30;359520;3916
89;2021-11-30;332096;3198
90;2021-11-30;140145;1682
91;2021-11-30;1319401;14919
92;2021-11-30;1613762;26492
93;2021-11-30;1670149;18826
94;2021-11-30;1406041;18294
95;2021-11-30;1248354;13631
971;2021-11-30;376879;1235
972;2021-11-30;358749;1872
973;2021-11-30;290691;1117
974;2021-11-30;859959;9214
975;2021-11-30;5997;5
976;2021-11-30;279471;805
977;2021-11-30;9961;128
978;2021-11-30;35334;262
01;2021-12-01;656955;7883
02;2021-12-01;526050;4034
03;2021-12-01;331315;2431
04;2021-12-01;165197;2255
05;2021-12-01;141756;1639
06;2021-12-01;1079396;16499
07;2021-12-01;326875;4861
08;2021-12-01;265531;3261
09;2021-12-01;152398;1776
10;2021-12-01;309907;3063
11;2021-12-01;372705;3844
12;2021-12-01;278360;3051
13;2021-12-01;2034469;34587
14;2021-12-01;691453;5530
15;2021-12-01;142811;1137
16;2021-12-01;348180;2826
17;2021-12-01;647080;5759
18;2021-12-01;296404;2563
19;2021-12-01;240336;1933
21;2021-12-01;532886;5664
22;2021-12-01;596186;4290
23;2021-12-01;116270;1058
24;2021-12-01;408393;3703
25;2021-12-01;539449;7108
26;2021-12-01;520560;7936
27;2021-12-01;600687;4795
28;2021-12-01;429425;3470
29;2021-12-01;906554;8185
2A;2021-12-01;162421;2086
2B;2021-12-01;182258;2401
30;2021-12-01;748468;8985
31;2021-12-01;1400935;18679
32;2021-12-01;190040;2577
33;2021-12-01;1633440;21260
34;2021-12-01;1176145;17313
35;2021-12-01;1082073;11870
36;2021-12-01;217139;1203
37;2021-12-01;605380;6172
38;2021-12-01;1264979;15936
39;2021-12-01;257849;3746
40;2021-12-01;411979;4698
41;2021-12-01;327835;2214
42;2021-12-01;764737;9328
43;2021-12-01;226901;2522
44;2021-12-01;1437137;17708
45;2021-12-01;682890;6086
46;2021-12-01;173166;2020
47;2021-12-01;330336;5000
48;2021-12-01;76286;384
49;2021-12-01;815881;8617
50;2021-12-01;490669;3519
51;2021-12-01;563823;5430
52;2021-12-01;169250;1191
53;2021-12-01;305365;2582
54;2021-12-01;730398;7992
55;2021-12-01;181641;1428
56;2021-12-01;755566;7670
57;2021-12-01;1035866;11748
58;2021-12-01;199596;1536
59;2021-12-01;2588988;37782
60;2021-12-01;825077;7310
61;2021-12-01;276903;2501
62;2021-12-01;1452778;15709
63;2021-12-01;660240;7375
64;2021-12-01;683169;10877
65;2021-12-01;226839;3151
66;2021-12-01;479000;6515
67;2021-12-01;1132607;18531
68;2021-12-01;763204;11643
69;2021-12-01;1876051;28267
70;2021-12-01;233194;1955
71;2021-12-01;547824;5990
72;2021-12-01;560227;5037
73;2021-12-01;432548;5278
74;2021-12-01;828405;10702
75;2021-12-01;2148271;46167
76;2021-12-01;1243788;9869
77;2021-12-01;1423607;15132
78;2021-12-01;1448625;17547
79;2021-12-01;372627;2841
80;2021-12-01;569769;4576
81;2021-12-01;387898;3293
82;2021-12-01;262618;3211
83;2021-12-01;1073836;14760
84;2021-12-01;560997;6830
85;2021-12-01;683187;7579
86;2021-12-01;437398;3930
87;2021-12-01;370774;2930
88;2021-12-01;359520;3153
89;2021-12-01;332096;2492
90;2021-12-01;140145;1577
91;2021-12-01;1319401;14210
92;2021-12-01;1613762;25684
93;2021-12-01;1670149;20062
94;2021-12-01;1406041;19235
95;2021-12-01;1248354;15075
971;2021-12-01;376879;1369
972;2021-12-01;358749;2048
973;2021-12-01;290691;990
974;2021-12-01;859959;8650
975;2021-12-01;5997;4
976;2021-12-01;279471;832
977;2021-12-01;9961;150
978;2021-12-01;35334;203
01;2021-12-02;656955;8257
02;2021-12-02;526050;4348
03;2021-12-02;331315;2621
04;2021-12-02;165197;2689
05;2021-12-02;141756;1438
06;2021-12-02;1079396;15243
07;2021-12-02;326875;4949
08;2021-12-02;265531;3825
09;2021-12-02;152398;1860
10;2021-12-02;309907;3159
11;2021-12-02;372705;4217
12;2021-12-02;278360;3452
13;2021-12-02;2034469;35337
14;2021-12-02;691453;6384
15;2021-12-02;142811;1179
16;2021-12-02;348180;2809
17;2021-12-02;647080;6428
18;2021-12-02;296404;2509
19;2021-12-02;240336;2630
21;2021-12-02;532886;6677
22;2021-12-02;596186;4721
23;2021-12-02;116270;1019
24;2021-12-02;408393;4050
25;2021-12-02;539449;8056
26;2021-12-02;520560;8731
27;2021-12-02;600687;5655
28;2021-12-02;429425;4149
29;2021-12-02;906554;8282
2A;2021-12-02;162421;2117
2B;2021-12-02;182258;2423
30;2021-12-02;748468;8902
31;2021-12-02;1400935;20510
32;2021-12-02;190040;2458
33;2021-12-02;1633440;22918
34;2021-12-02;1176145;16878
35;2021-12-02;1082073;12403
36;2021-12-02;217139;1392
37;2021-12-02;605380;6811
38;2021-12-02;1264979;16525
39;2021-12-02;257849;3842
40;2021-12-02;411979;5505
41;2021-12-02;327835;2485
42;2021-12-02;764737;10116
43;2021-12-02;226901;2813
44;2021-12-02;1437137;18240
45;2021-12-02;682890;7012
46;2021-12-02;173166;2289
47;2021-12-02;330336;4911
48;2021-12-02;76286;379
49;2021-12-02;815881;8943
50;2021-12-02;490669;4141
51;2021-12-02;563823;6602
52;2021-12-02;169250;1217
53;2021-12-02;305365;2401
54;2021-12-02;730398;9479
55;2021-12-02;181641;1560
56;2021-12-02;755566;7867
57;2021-12-02;1035866;12481
58;2021-12-02;199596;1591
59;2021-12-02;2588988;39330
60;2021-12-02;825077;8863
61;2021-12-02;276903;2563
62;2021-12-02;1452778;16672
63;2021-12-02;660240;7585
64;2021-12-02;683169;11825
65;2021-12-02;226839;3362
66;2021-12-02;479000;7683
67;2021-12-02;1132607;18618
68;2021-12-02;763204;12263
69;2021-12-02;1876051;31648
70;2021-12-02;233194;2080
71;2021-12-02;547824;6075
72;2021-12-02;560227;4752
73;2021-12-02;432548;5344
74;2021-12-02;828405;12074
75;2021-12-02;2148271;47427
76;2021-12-02;1243788;14436
77;2021-12-02;1423607;15250
78;2021-12-02;1448625;18946
79;2021-12-02;372627;2644
80;2021-12-02;569769;5709
81;2021-12-02;387898;3596
82;2021-12-02;262618;3140
83;2021-12-02;1073836;14935
84;2021-12-02;560997;7114
85;2021-12-02;683187;7395
86;2021-12-02;437398;4166
87;2021-12-02;370774;3463
88;2021-12-02;359520;3991
89;2021-12-02;332096;2365
90;2021-12-02;140145;1702
91;2021-12-02;1319401;14597
92;2021-12-02;1613762;26361
93;2021-12-02;1670149;21286
94;2021-12-02;1406041;21157
95;2021-12-02;1248354;15064
971;2021-12-02;376879;1308
972;2021-12-02;358749;2412
973;2021-12-02;290691;1197
974;2021-12-02;859959;8412
975;2021-12-02;5997;12
976;2021-12-02;279471;908
977;2021-12-02;9961;192
978;2021-12-02;35334;254
01;2021-12-03;656955;9737
02;2021-12-03;526050;4924
03;2021-12-03;331315;3602
04;2021-12-03;165197;2486
05;2021-12-03;141756;1850
06;2021-12-03;1079396;17166
07;2021-12-03;326875;5145
08;2021-12-03;265531;3505
09;2021-12-03;152398;2149
10;2021-12-03;309907;3370
11;2021-12-03;372705;4512
12;2021-12-03;278360;3560
13;2021-12-03;2034469;36805
14;2021-12-03;691453;7391
15;2021-12-03;142811;1335
16;2021-12-03;348180;3187
17;2021-12-03;647080;7072
18;2021-12-03;296404;3046
19;2021-12-03;240336;2555
21;2021-12-03;532886;6941
22;2021-12-03;596186;5384
23;2021-12-03;116270;1219
24;2021-12-03;408393;4793
25;2021-12-03;539449;8841
26;2021-12-03;520560;9322
27;2021-12-03;600687;5438
28;2021-12-03;429425;4493
29;2021-12-03;906554;9296
2A;2021-12-03;162421;2431
2B;2021-12-03;182258;2864
30;2021-12-03;748468;10766
31;2021-12-03;1400935;21271
32;2021-12-03;190040;3008
33;2021-12-03;1633440;24978
34;2021-12-03;1176145;20183
35;2021-12-03;1082073;13500
36;2021-12-03;217139;1540
37;2021-12-03;605380;7167
38;2021-12-03;1264979;18318
39;2021-12-03;257849;3972
40;2021-12-03;411979;5789
41;2021-12-03;327835;2793
42;2021-12-03;764737;11753
43;2021-12-03;226901;2856
44;2021-12-03;1437137;20842
45;2021-12-03;682890;7408
46;2021-12-03;173166;2326
47;2021-12-03;330336;5409
48;2021-12-03;76286;472
49;2021-12-03;815881;9707
50;2021-12-03;490669;4460
51;2021-12-03;563823;6878
52;2021-12-03;169250;1360
53;2021-12-03;305365;2895
54;2021-12-03;730398;10119
55;2021-12-03;181641;1875
56;2021-12-03;755566;8784
57;2021-12-03;1035866;14569
58;2021-12-03;199596;1882
59;2021-12-03;2588988;39912
60;2021-12-03;825077;9394
61;2021-12-03;276903;2460
62;2021-12-03;1452778;18441
63;2021-12-03;660240;8115
64;2021-12-03;683169;13007
65;2021-12-03;226839;3751
66;2021-12-03;479000;7782
67;2021-12-03;1132607;22466
68;2021-12-03;763204;13111
69;2021-12-03;1876051;33756
70;2021-12-03;233194;2478
71;2021-12-03;547824;7376
72;2021-12-03;560227;5658
73;2021-12-03;432548;6624
74;2021-12-03;828405;13897
75;2021-12-03;2148271;48295
76;2021-12-03;1243788;17344
77;2021-12-03;1423607;16886
78;2021-12-03;1448625;21198
79;2021-12-03;372627;3303
80;2021-12-03;569769;5972
81;2021-12-03;387898;4212
82;2021-12-03;262618;3278
83;2021-12-03;1073836;16493
84;2021-12-03;560997;8109
85;2021-12-03;683187;8299
86;2021-12-03;437398;4697
87;2021-12-03;370774;3561
88;2021-12-03;359520;4275
89;2021-12-03;332096;2876
90;2021-12-03;140145;1846
91;2021-12-03;1319401;15089
92;2021-12-03;1613762;27705
93;2021-12-03;1670149;23019
